example,yor
scan-perl-prereqs-nqlite,perl536Packages.PerlPrereqScannerNotQuiteLite
perltidy,perl538Packages.PerlTidy
scan_prereqs,perl536Packages.PerlPrereqScanner
scan-perl-prereqs,perl536Packages.PerlPrereqScanner
yapp,perl538Packages.ParseYapp
pptemplate,perl538Packages.PDL
perldl,perl538Packages.PDL
pdldoc,perl538Packages.PDL
pdl2,perl538Packages.PDL
pdl,perl538Packages.PDL
pt-visual-explain,perl538Packages.PerconaToolkit
pt-variable-advisor,perl536Packages.PerconaToolkit
pt-upgrade,perl536Packages.PerconaToolkit
pt-table-usage,perl536Packages.PerconaToolkit
pt-table-sync,perl538Packages.PerconaToolkit
pt-table-checksum,perl538Packages.PerconaToolkit
pt-summary,perl536Packages.PerconaToolkit
pt-stalk,perl536Packages.PerconaToolkit
pt-slave-restart,perl536Packages.PerconaToolkit
pt-slave-find,perl536Packages.PerconaToolkit
pt-slave-delay,perl536Packages.PerconaToolkit
pt-sift,perl536Packages.PerconaToolkit
pt-show-grants,perl536Packages.PerconaToolkit
pt-query-digest,perl538Packages.PerconaToolkit
pt-pmp,perl536Packages.PerconaToolkit
pt-online-schema-change,perl536Packages.PerconaToolkit
pt-mysql-summary,perl536Packages.PerconaToolkit
pt-mext,perl536Packages.PerconaToolkit
pt-kill,perl536Packages.PerconaToolkit
pt-ioprofile,perl536Packages.PerconaToolkit
pt-index-usage,perl538Packages.PerconaToolkit
pt-heartbeat,perl536Packages.PerconaToolkit
pt-fk-error-logger,perl536Packages.PerconaToolkit
pt-fingerprint,perl538Packages.PerconaToolkit
pt-find,perl536Packages.PerconaToolkit
pt-fifo-split,perl536Packages.PerconaToolkit
pt-duplicate-key-checker,perl536Packages.PerconaToolkit
pt-diskstats,perl536Packages.PerconaToolkit
pt-deadlock-logger,perl536Packages.PerconaToolkit
pt-config-diff,perl536Packages.PerconaToolkit
pt-archiver,perl538Packages.PerconaToolkit
pt-align,perl536Packages.PerconaToolkit
wxregview.pl,perl538Packages.ParseWin32Registry
wxregscope.pl,perl538Packages.ParseWin32Registry
wxregcompare.pl,perl536Packages.ParseWin32Registry
regtree.pl,perl536Packages.ParseWin32Registry
regtimeline.pl,perl536Packages.ParseWin32Registry
regstats.pl,perl538Packages.ParseWin32Registry
regshell.pl,perl538Packages.ParseWin32Registry
regsecurity.pl,perl536Packages.ParseWin32Registry
regscan.pl,perl536Packages.ParseWin32Registry
regmultidiff.pl,perl538Packages.ParseWin32Registry
regml.pl,perl536Packages.ParseWin32Registry
regfind.pl,perl538Packages.ParseWin32Registry
regexport.pl,perl536Packages.ParseWin32Registry
regdump.pl,perl536Packages.ParseWin32Registry
regdiff.pl,perl536Packages.ParseWin32Registry
regclassnames.pl,perl538Packages.ParseWin32Registry
gtkregview.pl,perl536Packages.ParseWin32Registry
gtkregscope.pl,perl536Packages.ParseWin32Registry
gtkregcompare.pl,perl538Packages.ParseWin32Registry
pause-permissions,perl536Packages.PAUSEPermissions
text2table,perl536Packages.OpenOfficeOODoc
text2odf,perl536Packages.OpenOfficeOODoc
oodoc_version,perl538Packages.OpenOfficeOODoc
oodoc_test,perl536Packages.OpenOfficeOODoc
odfsearch,perl538Packages.OpenOfficeOODoc
odfmetadoc,perl536Packages.OpenOfficeOODoc
odfhighlight,perl536Packages.OpenOfficeOODoc
odffindbasic,perl536Packages.OpenOfficeOODoc
odffilesearch,perl538Packages.OpenOfficeOODoc
odfextract,perl538Packages.OpenOfficeOODoc
odfbuild,perl536Packages.OpenOfficeOODoc
odf_set_title,perl536Packages.OpenOfficeOODoc
odf_set_fields,perl536Packages.OpenOfficeOODoc
odf2pod,perl536Packages.OpenOfficeOODoc
package-stash-conflicts,perl536Packages.PackageStash
perlver,perl538Packages.PerlMinimumVersion
benchmark.pl,perl538Packages.NetStatsd
net-server,perl536Packages.NetServer
snmpkey,perl536Packages.NetSNMP
mqtt-simple,perl538Packages.NetMQTTSimple
perlcritic,perl538Packages.PerlCritic
ipv4calc,perl538Packages.NetIPv4Addr
iptab,perl538Packages.NetIP
ipcount,perl538Packages.NetIP
mysqldiff,perl536Packages.MySQLDiff
s3cl,perl536Packages.NetAmazonS3
mx-run,perl536Packages.MooseXRunnable
typeset_audio_dir,perl538Packages.MP3Tag
mp3info2,perl536Packages.MP3Tag
audio_rename,perl538Packages.MP3Tag
moose-outdated,perl536Packages.Moose
morbo,perl536Packages.Mojolicious
mojo,perl536Packages.Mojolicious
hypnotoad,perl536Packages.Mojolicious
mp2bug,perl536Packages.mod_perl2
pm_which,perl538Packages.ModuleUtil
cpansign,perl536Packages.ModuleSignature
scandeps.pl,perl536Packages.ModuleScanDeps
mpath,perl536Packages.ModulePath
mymeta-cpanfile,perl538Packages.ModuleCPANfile
cpanfile-dump,perl536Packages.ModuleCPANfile
pfunc,perl538Packages.ModuleInfo
module_info,perl536Packages.ModuleInfo
config_data,perl536Packages.ModuleBuild
mo-inline,perl538Packages.Mo
mha-decode,perl536Packages.MHonArc
mha-dbrecover,perl536Packages.MHonArc
mha-dbedit,perl536Packages.MHonArc
mime-construct,perl536Packages.mimeConstruct
mmdb-dump-search-tree,perl538Packages.MaxMindDBReader
mmdb-dump-metadata,perl536Packages.MaxMindDBReader
primes.pl,perl538Packages.MathPrimeUtil
factor.pl,perl538Packages.MathPrimeUtil
dmarc_view_reports,perl538Packages.MailDMARC
dmarc_update_public_suffix_list,perl538Packages.MailDMARC
dmarc_send_reports,perl538Packages.MailDMARC
dmarc_receive,perl536Packages.MailDMARC
dmarc_lookup,perl536Packages.MailDMARC
dmarc_httpd,perl536Packages.MailDMARC
dmarc_http_client,perl538Packages.MailDMARC
ucalc,perl536Packages.MathCalcUnits
spfquery,libspf2
spfd,libspf2
mk-visual-explain,perl536Packages.maatkit
mk-variable-advisor,perl536Packages.maatkit
mk-upgrade,perl536Packages.maatkit
mk-tcp-model,perl536Packages.maatkit
mk-table-usage,perl536Packages.maatkit
mk-table-sync,perl536Packages.maatkit
mk-table-checksum,perl536Packages.maatkit
mk-slave-restart,perl536Packages.maatkit
mk-slave-prefetch,perl536Packages.maatkit
mk-slave-move,perl536Packages.maatkit
mk-slave-find,perl536Packages.maatkit
mk-slave-delay,perl536Packages.maatkit
mk-show-grants,perl536Packages.maatkit
mk-query-profiler,perl536Packages.maatkit
mk-query-digest,perl536Packages.maatkit
mk-query-advisor,perl536Packages.maatkit
mk-purge-logs,perl536Packages.maatkit
mk-profile-compact,perl536Packages.maatkit
mk-parallel-restore,perl536Packages.maatkit
mk-parallel-dump,perl538Packages.maatkit
mk-merge-mqd-results,perl536Packages.maatkit
mk-log-player,perl536Packages.maatkit
mk-loadavg,perl536Packages.maatkit
mk-kill,perl536Packages.maatkit
mk-index-usage,perl536Packages.maatkit
mk-heartbeat,perl536Packages.maatkit
mk-find,perl536Packages.maatkit
mk-fifo-split,perl536Packages.maatkit
mk-error-log,perl536Packages.maatkit
mk-duplicate-key-checker,perl536Packages.maatkit
mk-deadlock-logger,perl536Packages.maatkit
mk-config-diff,perl536Packages.maatkit
mk-checksum-filter,perl536Packages.maatkit
mk-archiver,perl536Packages.maatkit
l4p-tmpl,perl536Packages.LogLog4perl
xgettext.pl,perl538Packages.LocaleMaketextLexicon
translit,perl536Packages.LinguaTranslit
apreq2-config,perl536Packages.libapreq2
lwp-request,perl538Packages.LWP
lwp-mirror,perl538Packages.LWP
lwp-dump,perl538Packages.LWP
lwp-download,perl538Packages.LWP
validjson,perl536Packages.JSONParse
latexmlpost,perl536Packages.LaTeXML
latexmlmath,perl536Packages.LaTeXML
latexmlfind,perl536Packages.LaTeXML
latexmlc,perl538Packages.LaTeXML
latexml,perl536Packages.LaTeXML
latexindent.pl,perl536Packages.LatexIndent
json_pp,perl536Packages.JSONPP
json_xs,perl536Packages.JSONXS
ip2cc,perl536Packages.IPCountry
tp,perl536Packages.IOPager
zipdetails,perl538Packages.IOCompress
streamzip,perl
treescan,perl536Packages.IOAIO
imgsize,perl536Packages.ImageSize
ocr,perl536Packages.ImageOCRTesseract
pnginspect,perl536Packages.ImagePNGLibpng
webtidy,perl536Packages.HTMLTidy
htmltree,perl538Packages.HTMLTree
html_formfu_dumpconf.pl,perl538Packages.HTMLFormFu
html_formfu_deploy.pl,perl538Packages.HTMLFormFu
mason.pl,perl538Packages.HTMLMason
convert0.8.pl,perl538Packages.HTMLMason
convert0.8.README,perl538Packages.HTMLMason
convert0.6.pl,perl538Packages.HTMLMason
convert0.6.README,perl538Packages.HTMLMason
htmlclean,perl536Packages.HTMLClean
hailo,perl536Packages.Hailo
grepmail,perl538Packages.grepmail
perltetris.pl,perl536Packages.GooCanvas
perlmine.pl,perl538Packages.GooCanvas
gpgmailtunl,perl536Packages.GnuPG
perli11ndoc,perl536Packages.GlibObjectIntrospection
bdf2gdfont.pl,perl536Packages.GD
web-service-request,perl536Packages.GeoIP2
fdu,perl536Packages.FilesysDiskUsage
protoc-perl,perl538Packages.GoogleProtocolBuffers
verify-solitaire-solution,perl538Packages.GamesSolitaireVerify
expand-solitaire-multi-card-moves,perl538Packages.GamesSolitaireVerify
mimetype,perl536Packages.FileMimeInfo
mimeopen,perl536Packages.FileMimeInfo
findrule,perl536Packages.FileFindRule
findorule,perl538Packages.FileFindObjectRule
xspp,perl538Packages.ExtUtilsXSpp
extract_vba,perl536Packages.ExcelWriterXLSX
envpath,perl536Packages.EnvPath
msgconvert,perl538Packages.EmailOutlookMessage
piconv,perl
encguess,perl538Packages.Encode
enc2xs,perl
instmodsh,perl
dumbbench,perl538Packages.Dumbbench
patchperl,perl538Packages.DevelPatchPerl
modemtest,perl538Packages.DeviceSerialPort
use-devel-assertos,perl536Packages.DevelCheckOS
use-devel-checklib,perl536Packages.DevelChecklib
cfxmlrender,perl536Packages.Deliantra
cfmap-tagify,perl538Packages.Deliantra
cfmap-set,perl536Packages.Deliantra
cfmap-plushify,perl538Packages.Deliantra
cfmap-normalize,perl536Packages.Deliantra
cfmap-cavehify,perl538Packages.Deliantra
cffi-filter,perl536Packages.Deliantra
cfarch-normalize,perl536Packages.Deliantra
cf-slotutil,perl538Packages.Deliantra
dbicadmin,perl536Packages.DBIxClass
nytprofpf,perl536Packages.DevelNYTProf
nytprofmerge,perl538Packages.DevelNYTProf
nytprofhtml,perl536Packages.DevelNYTProf
nytprofcsv,perl536Packages.DevelNYTProf
nytprofcg,perl536Packages.DevelNYTProf
nytprofcalls,perl538Packages.DevelNYTProf
flamegraph.pl,flamegraph
dbiproxy,perl536Packages.DBI
dbiprof,perl536Packages.DBI
dbilogstrip,perl536Packages.DBI
dzil,perl536Packages.DistZilla
dateparse,perl538Packages.DateTimeFormatNatural
dm_zdump,perl538Packages.DateManip
dm_date,perl536Packages.DateManip
stag-xml2itext.pl,perl536Packages.DataStag
stag-view.pl,perl538Packages.DataStag
stag-splitter.pl,perl538Packages.DataStag
stag-query.pl,perl538Packages.DataStag
stag-parse.pl,perl538Packages.DataStag
stag-mogrify.pl,perl538Packages.DataStag
stag-merge.pl,perl538Packages.DataStag
stag-join.pl,perl538Packages.DataStag
stag-itext2xml.pl,perl536Packages.DataStag
stag-itext2sxpr.pl,perl538Packages.DataStag
stag-itext2simple.pl,perl536Packages.DataStag
stag-handle.pl,perl538Packages.DataStag
stag-grep.pl,perl538Packages.DataStag
stag-flatten.pl,perl536Packages.DataStag
stag-findsubtree.pl,perl536Packages.DataStag
stag-filter.pl,perl538Packages.DataStag
stag-drawtree.pl,perl538Packages.DataStag
stag-diff.pl,perl538Packages.DataStag
stag-db.pl,perl538Packages.DataStag
stag-autoschema.pl,perl538Packages.DataStag
edumper,perl538Packages.DataDumperAutoEncode
pgplet,perl536Packages.CryptOpenPGP
makerandom,perl538Packages.CryptRandom
hsxkpasswd,perl536Packages.CryptHSXKPasswd
cpanp-run-perl,perl536Packages.CPANPLUS
cpanp,perl538Packages.CPANPLUS
cpan2dist,perl538Packages.CPANPLUS
argon2-calibrate,perl538Packages.CryptArgon2
cpan-upload,perl536Packages.CPANUploader
minicpan,perl536Packages.CPANMini
cpan-audit,perl536Packages.CPANAudit
cpan-mirrors,perl538Packages.CPAN
cpan,perl536Packages.CPAN
tidy_changelog,perl536Packages.CPANChanges
cpanel_json_xs,perl536Packages.CpanelJSONXS
corona,perl536Packages.Corona
puuencode,perl536Packages.ConvertUU
puudecode,perl538Packages.ConvertUU
cfgver,perl536Packages.ConfigVersioned
tidyall,perl536Packages.CodeTidyAll
clipjoin,perl536Packages.Clipboard
clipfilter,perl536Packages.Clipboard
clipedit,perl536Packages.Clipboard
clipbrowse,perl536Packages.Clipboard
clipaccumulate,perl536Packages.Clipboard
classgen,perl538Packages.ClassClassgenclassgen
cddb.pl,perl536Packages.CDDB_get
catmandu,perl538Packages.Catmandu
dbicdump,perl536Packages.DBIxClassSchemaLoader
catalyst.pl,perl536Packages.CatalystRuntime
carton,perl536Packages.Carton
uninlinepdfimages.pl,perl538Packages.cam_pdf
stamppdf.pl,perl538Packages.cam_pdf
setpdfpage.pl,perl538Packages.cam_pdf
setpdfbackground.pl,perl538Packages.cam_pdf
rewritepdf.pl,perl538Packages.cam_pdf
revertpdf.pl,perl538Packages.cam_pdf
replacepdfobj.pl,perl538Packages.cam_pdf
renderpdf.pl,perl538Packages.cam_pdf
readpdf.pl,perl538Packages.cam_pdf
pdfinfo.pl,perl538Packages.cam_pdf
listpdffields.pl,perl538Packages.cam_pdf
listimages.pl,perl538Packages.cam_pdf
listfonts.pl,perl538Packages.cam_pdf
getpdftext.pl,perl538Packages.cam_pdf
getpdfpageobject.pl,perl538Packages.cam_pdf
getpdfpage.pl,perl538Packages.cam_pdf
getpdffontobject.pl,perl538Packages.cam_pdf
fillpdffields.pl,perl538Packages.cam_pdf
extractjpgs.pl,perl538Packages.cam_pdf
extractallimages.pl,perl538Packages.cam_pdf
deletepdfpage.pl,perl538Packages.cam_pdf
deillustrate.pl,perl538Packages.cam_pdf
crunchjpgs.pl,perl538Packages.cam_pdf
crunchjpg_tmpl.pdf,perl536Packages.cam_pdf
changerefkeys.pl,perl538Packages.cam_pdf
changepdfstring.pl,perl538Packages.cam_pdf
changepagestring.pl,perl538Packages.cam_pdf
asciify,perl538Packages.cam_pdf
appendpdf.pl,perl538Packages.cam_pdf
bot-training,perl538Packages.BotTraining
perlcc,perl538Packages.BC
disassemble,perl536Packages.BC
cc_harness,perl538Packages.BC
assemble,perl536Packages.BC
mod_auth_pubtkt.pl,perl538Packages.AuthenModAuthPubTkt
autodia.pl,perl536Packages.Autodia
ptargrep,perl
ptardiff,perl
ptar,perl
cpio-filter,perl536Packages.ArchiveCpio
bp_unflatten_seq,perl538Packages.BioPerl
bp_tree2pag,perl538Packages.BioPerl
bp_translate_seq,perl538Packages.BioPerl
bp_taxonomy2tree,perl538Packages.BioPerl
bp_taxid4species,perl538Packages.BioPerl
bp_sreformat,perl538Packages.BioPerl
bp_split_seq,perl538Packages.BioPerl
bp_seqretsplit,perl538Packages.BioPerl
bp_seqret,perl538Packages.BioPerl
bp_seqpart,perl536Packages.BioPerl
bp_seqcut,perl538Packages.BioPerl
bp_seqconvert,perl538Packages.BioPerl
bp_seq_length,perl538Packages.BioPerl
bp_search2tribe,perl536Packages.BioPerl
bp_search2table,perl538Packages.BioPerl
bp_search2gff,perl538Packages.BioPerl
bp_search2alnblocks,perl538Packages.BioPerl
bp_revtrans-motif,perl538Packages.BioPerl
bp_process_sgd,perl538Packages.BioPerl
bp_process_gadfly,perl538Packages.BioPerl
bp_oligo_count,perl538Packages.BioPerl
bp_nrdb,perl536Packages.BioPerl
bp_nexus2nh,perl538Packages.BioPerl
bp_mutate,perl536Packages.BioPerl
bp_mrtrans,perl538Packages.BioPerl
bp_mask_by_search,perl538Packages.BioPerl
bp_make_mrna_protein,perl538Packages.BioPerl
bp_local_taxonomydb_query,perl538Packages.BioPerl
bp_index,perl538Packages.BioPerl
bp_genbank2gff3,perl536Packages.BioPerl
bp_gccalc,perl538Packages.BioPerl
bp_find-blast-matches,perl538Packages.BioPerl
bp_filter_search,perl538Packages.BioPerl
bp_fetch,perl538Packages.BioPerl
bp_fastam9_to_table,perl538Packages.BioPerl
bp_extract_feature_seq,perl536Packages.BioPerl
bp_dbsplit,perl538Packages.BioPerl
bp_biogetseq,perl536Packages.BioPerl
bp_bioflat_index,perl538Packages.BioPerl
bp_aacomp,perl538Packages.BioPerl
vidir,perl538Packages.vidir
rainbarf,perl538Packages.Apprainbarf
perlbrew,perl538Packages.Appperlbrew
cpm,perl538Packages.Appcpm
fatpack,perl538Packages.AppFatPacker
ctel,perl536Packages.AppClusterSSH
cssh,perl538Packages.AppClusterSSH
csftp,perl538Packages.AppClusterSSH
crsh,perl536Packages.AppClusterSSH
ccon,perl536Packages.AppClusterSSH
wxchordpro,perl536Packages.AppMusicChordPro
chordpro,perl536Packages.AppMusicChordPro
papersway-msg,perl536Packages.Apppapersway
papersway,perl536Packages.Apppapersway
cpanm,perl538Packages.Appcpanminus
fastping,perl538Packages.AnyEventFastPing
sdl-config.pl,perl536Packages.AlienSDL
checkdigits.pl,perl538Packages.AlgorithmCheckDigits
xsubpp,perl
splain,perl
shasum,perl
prove,perl
pod2usage,perl
pod2html,perl
pl2pm,perl
perlthanks,perl
perlivp,perl
perlbug,perl
libnetcfg,perl
h2xs,perl
h2ph,perl
corelist,perl
perf,linuxKernel.packagesAliases.linux_latest.perf
xtrabackup,percona-xtrabackup
xbstream,percona-xtrabackup
xbcrypt,percona-xtrabackup
xbcloud_osenv,percona-xtrabackup
xbcloud,percona-xtrabackup
zlib_decompress,percona-server
ps_mysqld_helper,percona-server
ps-admin,percona-server
perror,mariadb
mysqlxtest,mysql80
mysqltest_safe_process,mysql80
mysqltest,mysql80
mysqlslap,mysql80
mysqlshow,mysql80
mysqlpump,mysql80
mysqlimport,mysql80
mysqldumpslow,mysql80
mysqldump,mysql80
mysqld_safe,mysql80
mysqld,mysql80
mysqlcheck,mysql80
mysqlbinlog,mysql80
mysqladmin,mysql80
